village_officer_domain,village_officer_domain_no,house_address,nic,gender,district
ChalaFbaikerny 01,SP/94A,104/18/1,372713,F,ampara
ChalaFbaikerny 01,SP/94A,163/1,960033,M,ampara
ChalaFbaikerny 05,SP/94F,20/4,858776,F,ampara
ChalaFbaikerny 05,SP/94F,24,418436,F,ampara
ChalaFbaikerny 05,SP/94F,28,751295,F,ampara
ChalaFbaikerny 05,SP/94F,108/2,206968,F,ampara
ChalaFbaikerny 05,SP/94F,109/3,734826,M,ampara
ChalaFbaikerny 05,SP/94F,111,994528,F,ampara
ChalaFbaikerny 05,SP/94F,135/1,931030,M,ampara
ChalaFbaikerny 05,SP/94F,164/1/A,276431,M,ampara
ChalaFbaikerny 03,SP/94D,3-Nov,125431,M,ampara
ChalaFbaikerny 03,SP/94D,14/D/1,382712,M,ampara
ChalaFbaikerny 03,SP/94D,32/A,683039,M,ampara
ChalaFbaikerny 03,SP/94D,32/D,951991,F,ampara
ChalaFbaikerny 03,SP/94D,33/5/A,299045,F,ampara
ChalaFbaikerny 03,SP/94D,42/C,856100,M,ampara
ChalaFbaikerny 04,SP/94E,53,731674,M,ampara
ChalaFbaikerny 04,SP/94E,59/D/1,335059,F,ampara
ChalaFbaikerny 04,SP/94E,60/A/2,55154,F,ampara
ChalaFbaikerny 04,SP/94E,61/A,789222,F,ampara
ChalaFbaikerny 04,SP/94E,79/A,538038,F,ampara
ChalaFbaikerny 04,SP/94E,121/D,458130,F,ampara
ChalaFbaikerny 04,SP/94E,138/C,67541,M,ampara
ChalaFbaikerny 04,SP/94E,151/F,32199,F,ampara
ChalaFbaikerny 04,SP/94E,159/D/2,846650,M,ampara
Navithanveli 02,SP/94/2,7,233285,M,ampara
Navithanveli 02,SP/94/2,20/B,472400,M,ampara
Navithanveli 02,SP/94/2,20/B,891157,M,ampara
Navithanveli 02,SP/94/2,30/E,574266,M,ampara
Navithanveli 02,SP/94/2,41/B,177814,M,ampara
Navithanveli 02,SP/94/2,69/B,88106,M,ampara
Navithanveli 02,SP/94/2,69/C,703280,M,ampara
Navithanveli 02,SP/94/2,60/C,37162,F,ampara
Navithanveli 02,SP/94/2,76/B,243938,M,ampara
Navithanveli 02,SP/94/2,138/C,726222,F,ampara
Navithanveli 02,SP/94/2,I/C/R/30,378148,M,ampara
Navithanveli 02,SP/94/2,I/C/R/37,422092,F,ampara
Annamalai 02,SP/95B,80/A/1,361725,F,ampara
Annamalai 02,SP/95B,87/1,742087,F,ampara
Annamalai 02,SP/95B,88/1,348248,M,ampara
Annamalai 02,SP/95B,95/2/1,79540,M,ampara
Annamalai 02,SP/95B,110/D,852113,M,ampara
Annamalai 02,SP/95B,114,792222,F,ampara
Annamalai 02,SP/95B,136/A,619373,M,ampara
Annamalai 02,SP/95B,I/C/R/20/A,836058,M,ampara
Annamalai 02,SP/95B,10/A,306505,F,ampara
Annamalai 02,SP/95B,24/E,358926,M,ampara
Annamalai 02,SP/95B,34/D,367418,F,ampara
Annamalai 02,SP/95B,37,650651,M,ampara
Annamalai 02,SP/95B,138,957784,M,ampara
Annamalai 02,SP/95B,139/5,397574,M,ampara
Chavalakade,SP/93,111/1/2,119501,M,ampara
Chavalakade,SP/93,111/C,255286,M,ampara
Chavalakade,SP/93,117/2,445596,F,ampara
Navithanveli 01,SP/94/1,12/B,362195,M,ampara
Navithanveli 01,SP/94/1,35/B,880996,M,ampara
Navithanveli 01,SP/94/1,37,523738,F,ampara
Navithanveli 01,SP/94/1,68/D,130515,F,ampara
Navithanveli 01,SP/94/1,ICR/14,703364,M,ampara
Navithanveli 01,SP/94/1,ICR/22/B,529421,M,ampara
Navithanveli 01,SP/94/1,6/A,712709,F,ampara
Navithanveli 01,SP/94/1,60/B,914714,M,ampara
Annamalai 01,SP/95A,21/A,933817,F,ampara
Annamalai 01,SP/95A,22,192210,F,ampara
Annamalai 01,SP/95A,27/D,754413,F,ampara
Annamalai 01,SP/95A,60/20,385062,M,ampara
Annamalai 01,SP/95A,60/42/A,456298,M,ampara
Annamalai 01,SP/95A,134/A,869775,M,ampara
Chavalakade,SP/93,131/4,305865,M,ampara
Chavalakade,SP/93,C/36/3,23606,M,ampara
Chavalakade,SP/93,C/T/H/39,439352,M,ampara
ChalaFbaikerny 02,SP/94B,9/D,897385,F,ampara
ChalaFbaikerny 02,SP/94B,23/D,71142,M,ampara
ChalaFbaikerny 02,SP/94B,60/A,271860,M,ampara
ChalaFbaikerny 02,SP/94B,73/B,840056,F,ampara
ChalaFbaikerny 02,SP/94B,75,872608,M,ampara
ChalaFbaikerny 02,SP/94B,75/C,809623,M,ampara
SorikalFunai 03,SP/90B,7,54472,M,ampara
SorikalFunai 03,SP/90B,32,994569,M,ampara
SorikalFunai 03,SP/90B,37,109303,M,ampara
SorikalFunai 03,SP/90B,49,325206,F,ampara
SorikalFunai 03,SP/90B,76,813554,F,ampara
SorikalFunai 03,SP/90B,153,303586,F,ampara
SorikalFunai 03,SP/90B,173/1,836756,M,ampara
SorikalFunai 03,SP/90B,207,668399,M,ampara
SorikalFunai 03,SP/90B,217,4781,F,ampara
SorikalFunai 03,SP/90B,382/2,259934,M,ampara
SorikalFunai 01,SP/90,2/A,85530,M,ampara
SorikalFunai 01,SP/90,53/2,46496,M,ampara
SorikalFunai 01,SP/90,114/D,57826,M,ampara
SorikalFunai 01,SP/90,133,183145,F,ampara
SorikalFunai 02,SP/90A,6,442994,M,ampara
SorikalFunai 02,SP/90A,17/C,58435,F,ampara
SorikalFunai 02,SP/90A,40/A,814260,F,ampara
SorikalFunai 02,SP/90A,98,858902,F,ampara
SorikalFunai 02,SP/90A,107/A,657429,M,ampara
VeeraFunai 01,92,138/3,162815,F,ampara
VeeraFunai 01,92,150/2,628199,M,ampara
VeeraFunai 01,92,152,544085,F,ampara
VeeraFunai 01,92,165,879305,M,ampara
VeeraFunai 02,92E,158/D,542281,M,ampara
VeeraFunai 02,92E,224/1/A,169616,F,ampara
VeeraFunai 04,92F,3,549337,F,ampara
VeeraFunai 04,92F,3,572392,M,ampara
VeeraFunai 04,92F,6/A,255519,M,ampara
VeeraFunai 04,92F,30/20,326235,F,ampara
VeeraFunai 04,92F,45,240917,F,ampara
VeeraFunai 04,92F,77/4/C,347513,F,ampara
VeeraFunai 03,92I,177/A/1,267455,M,ampara
VeeraFunai 03,92I,185,989258,F,ampara
VeeraFunai 03,92I,208/B,404870,F,ampara
VeeraFunai 03,92I,209/C/1,857782,F,ampara
VeeraFunai 03,92I,205/A,555200,F,ampara
SaManthurai 08,81,3/D/2,380150,F,ampara
SaManthurai 08,81,3/D/2,104202,M,ampara
SaManthurai 08,81,4/C/1,304750,M,ampara
SaManthurai 08,81,1-Nov,313735,M,ampara
SaManthurai 08,81,42/A,398938,F,ampara
SaManthurai 08,81,79/1/1,207573,M,ampara
SaManthurai 08,81,84,402153,M,ampara
SaManthurai 08,81,109,48701,F,ampara
SaManthurai 08,81,123/A/1,246431,M,ampara
SaManthurai 08,81,132/B,181362,M,ampara
SaManthurai 08,81,382/D,859321,M,ampara
SaManthurai 08,81,301,811172,F,ampara
SaManthurai 08,81,308/A,655563,F,ampara
SaManthurai 09,81A,178/1,732580,F,ampara
SaManthurai 09,81A,205/A/1,758988,F,ampara
SaManthurai 09,81A,215,992322,M,ampara
SaManthurai 09,81A,228/A/2,541932,F,ampara
SaManthurai 09,81A,239/1,25321,M,ampara
SaManthurai 09,81A,372/2,306011,F,ampara
SaManthurai 09,81A,391/A,61898,F,ampara
SaManthurai 09,81A,424/3,988801,M,ampara
SaManthurai 09,81A,431/C,206292,M,ampara
SaManthurai 09,81A,442,431043,F,ampara
SaManthurai 09,81A,507/B,926857,M,ampara
SaManthurai 10,92B,8,189639,M,ampara
SaManthurai 10,92B,73,751530,M,ampara
SaManthurai 10,92B,83,15087,M,ampara
SaManthurai 10,92B,114,127197,M,ampara
SaManthurai 10,92B,160,291825,M,ampara
SaManthurai 10,92B,200,840825,F,ampara
SaManthurai 10,92B,200/2,645999,M,ampara
SaManthurai 10,92B,210,147097,F,ampara
SaManthurai 10,92B,213,683717,M,ampara
SaManthurai 11,92C,56,640159,M,ampara
SaManthurai 11,92C,67/3,413909,F,ampara
SaManthurai 11,92C,238/B/1,837579,F,ampara
SaManthurai 11,92C,244/6,669336,M,ampara
SaManthurai 12,92D,14/16/4,950212,M,ampara
SaManthurai 12,92D,78/1/2,539713,M,ampara
SaManthurai 12,92D,92/4,643261,M,ampara
SaManthurai 12,92D,103/1,598973,M,ampara
SaManthurai 06,80,87/A,764528,F,ampara
SaManthurai 06,80,93,446669,M,ampara
SaManthurai 07,80A,178,845080,M,ampara
SaManthurai 07,80A,179/1,133679,F,ampara
SaManthurai 07,80A,186/2,651551,F,ampara
SaManthurai 07,80A,187/2,991182,M,ampara
SaManthurai 07,80A,384,606551,F,ampara
SaManthurai 07,80A,404/3,520067,M,ampara
SaManthurai 07,80A,409/A,464638,M,ampara
SaManthurai 07,80A,433,190829,M,ampara
SaManthurai TaFil Division 01,77,15/A,4969,M,ampara
SaManthurai TaFil Division 01,77,53/B,755094,M,ampara
SaManthurai TaFil Division 01,77,64/E,124252,M,ampara
SaManthurai TaFil Division 01,77,333,909377,M,ampara
SaManthurai TaFil Division 01,77,522,811104,M,ampara
SaManthurai TaFil Division 01,77,542/3,764949,F,ampara
SaManthurai TaFil Division 02,77C,11,828675,M,ampara
SaManthurai TaFil Division 02,77C,15/1,22763,F,ampara
SaManthurai TaFil Division 02,77C,74/1,877029,M,ampara
SaManthurai TaFil Division 02,77C,209/1,243875,M,ampara
SaManthurai TaFil Division 02,77C,215,239562,M,ampara
SaManthurai 04,78A,5,507750,M,ampara
SaManthurai 04,78A,34/A,669896,M,ampara
SaManthurai 04,78A,90,351945,M,ampara
SaManthurai 04,78A,106,466232,M,ampara
SaManthurai 04,78A,126/A,347168,M,ampara
SaManthurai 04,78A,150/A,204318,F,ampara
SaManthurai 05,78B,282/A,337766,M,ampara
SaManthurai 05,78B,309,110710,M,ampara
SaManthurai 05,78B,367/B,716110,F,ampara
SaManthurai 05,78B,374/A,539993,M,ampara
SaManthurai TaFil Division 03,77D,10/B/7,838883,M,ampara
SaManthurai TaFil Division 03,77D,155/A/7,891178,M,ampara
SaManthurai TaFil Division 03,77D,156/2,166747,F,ampara
SaManthurai TaFil Division 03,77D,160/2/B/3,162954,M,ampara
SaManthurai TaFil Division 03,77D,160/4/C,40699,M,ampara
SaManthurai TaFil Division 03,77D,161/1/E,292360,F,ampara
SaManthurai TaFil Division 03,77D,186/C/3,950473,F,ampara
SaManthurai TaFil Division 04,77E,120,944576,M,ampara
SaManthurai TaFil Division 04,77E,H/38/1,566461,M,ampara
SaManthurai 01,78C,88/A,36585,M,ampara
SaManthurai 01,78C,127/A,515854,M,ampara
SaManthurai 01,78C,132/2,395315,M,ampara
SaManthurai 01,78C,144/A/5,240294,M,ampara
SaManthurai 01,78C,144/D,765306,M,ampara
SaManthurai 01,78C,224/E,883198,M,ampara
SaManthurai 01,78C,231/1,409789,M,ampara
SaManthurai 01,78C,382/2,95487,M,ampara
SaManthurai 01,78C,382/2,678860,F,ampara
SaManthurai 02,78,78,628073,M,ampara
SaManthurai 02,78,81,351697,M,ampara
SaManthurai 02,78,114,610819,F,ampara
SaManthurai 02,78,123/A,720005,F,ampara
SaManthurai 02,78,255,426524,M,ampara
SaManthurai 02,78,268,891274,F,ampara
SaManthurai 03,78D,52/A/1,843617,F,ampara
SaManthurai 03,78D,73/B,594533,M,ampara
SaManthurai 03,78D,82,51709,F,ampara
SaManthurai 03,78D,94/B,713575,M,ampara
SaManthurai 03,78D,114/1,467806,F,ampara
SaManthurai 03,78D,141,271115,M,ampara
SaManthurai 03,78D,156,221615,F,ampara
SaManthurai 03,78D,188,469344,M,ampara
SaManthurai 03,78D,203/B,912129,F,ampara
SaManthurai 03,78D,214,548226,F,ampara
SaManthurai 03,78D,274/1,183016,M,ampara
Maddakalaputharavai 01,77A,39/1,969156,F,ampara
Maddakalaputharavai 01,77A,55/A,341530,M,ampara
Maddakalaputharavai 01,77A,124/B,180477,M,ampara
Maddakalaputharavai 01,77A,139/1,498353,M,ampara
Maddakalaputharavai 01,77A,146,478274,M,ampara
Maddakalaputharavai 01,77A,169,178649,F,ampara
Maddakalaputharavai 02,77B,1,704326,M,matara
Maddakalaputharavai 02,77B,22/1,736618,F,matara
Maddakalaputharavai 02,77B,49,318424,M,matara
Maddakalaputharavai 02,77B,61/A,288884,M,matara
Maddakalaputharavai 02,77B,71/A,611397,F,matara
Maddakalaputharavai 02,77B,74,520703,M,matara
Maddakalaputharavai 02,77B,121/A,723535,F,matara
Maddakalaputharavai 02,77B,157/1,378021,M,matara
Maddakalaputharavai 02,77B,216,596931,M,matara
Maddakalaputharavai 02,77B,302/1,59951,M,matara
Maddakalaputharavai 02,77B,303,603495,M,matara
Maddakalaputharavai 02,77B,351,98540,M,matara
Block 'J' East 03,79L,17/1,656440,F,matara
Block 'J' East 03,79L,22/A,879951,M,matara
Block 'J' East 03,79L,27,669652,M,matara
Block 'J' East 03,79L,27/1,410666,F,matara
Block 'J' East 03,79L,38,514957,F,matara
Block 'J' East 03,79L,50/1,63948,M,matara
Block 'J' East 03,79L,66,642020,M,matara
Block 'J' East 03,79L,66/2,771568,M,matara
Block 'J' East 03,79L,66/3,99885,F,matara
Block 'J' East 03,79L,74/1,343018,F,matara
Block 'J' East 03,79L,115/A,811560,F,matara
Block 'J' East 03,79L,117/1,202780,M,ampara
Block 'J' East 03,79L,124/1,789101,F,ampara
Block 'J' East 03,79L,126/5,92333,M,ampara
Block 'J' East 03,79L,136/1/A,678647,F,ampara
Block 'J' East 01,79,83,794303,F,ampara
Block 'J' East 01,79,84/1/B,671183,M,ampara
Block 'J' East 01,79,86/1/C,831574,F,ampara
Block 'J' East 01,79,87/F,853975,M,ampara
Block 'J' East 01,79,321/G,309932,M,ampara
Block 'J' East 01,79,324/B/7/C,178982,M,ampara
Block 'J' East 01,79,326/3,300293,M,ampara
Block 'J' East 01,79,328/4,592461,M,ampara
Block 'J' East 01,79,334/1/B,91779,M,ampara
Block 'J' East 01,79,350/1/C,164470,M,ampara
Block 'J' East 01,79,351/3/A/7,943570,F,ampara
Block 'J' East 01,79,353/1/A,650131,M,ampara
Block 'J' East 02,79K,6/A,544091,F,ampara
Block 'J' East 02,79K,9,796322,M,ampara
Block 'J' East 02,79K,122/A,78700,M,ampara
Block 'J' East 02,79K,143,718414,M,ampara
Block 'J' East 02,79K,146/A,223915,M,ampara
Block 'J' East 02,79K,212,438238,M,ampara
Block 'J' East 02,79K,214/A,939457,F,ampara
Block 'J' East 02,79K,332/A,399838,F,ampara
Kallarichchel 01,79D,176/B/1,183703,F,ampara
Kallarichchel 01,79D,220/4,806829,M,ampara
Kallarichchel 01,79D,223/2/C,373609,F,ampara
Kallarichchel 01,79D,227/B/1,990257,M,ampara
Kallarichchel 01,79D,233/5/1,764467,M,ampara
Kallarichchel 03,79N,1/A,909023,M,ampara
Kallarichchel 03,79N,2,738294,M,ampara
Kallarichchel 03,79N,48,814133,F,ampara
Kallarichchel 03,79N,81,525501,M,ampara
Kallarichchel 03,79N,149/2,7909,M,ampara
Kallarichchel 03,79N,155/1,402909,F,ampara
Kallarichchel 03,79N,211/A,373001,M,ampara
Kallarichchel 03,79N,234,842071,F,ampara
Kallarichchel 03,79N,245,207113,F,ampara
Kallarichchel 03,79N,300,874979,M,ampara
Kallarichchel 02,79M,205/1,581880,F,ampara
Kallarichchel 02,79M,207/2,525042,F,ampara
Kallarichchel 02,79M,209,40157,M,ampara
Kallarichchel 02,79M,203,565080,F,ampara
Kallarichchel 02,79M,212/B/2,173867,M,ampara
Kallarichchel 02,79M,282/3/2,394356,M,ampara
Kallarichchel 02,79M,283/1/2,592062,F,ampara
Kallarichchel 02,79M,380/2/1,365291,M,ampara
Kallarichchel 02,79M,306/1,311324,M,ampara
Kallarichchel 02,79M,314/6/1,282903,F,ampara
Kallarichchel 02,79M,314/A/1,199927,M,ampara
Kallarichchel 02,79M,320/8/B/1,507766,F,ampara
Kallarichchel 02,79M,393/1/A,47386,M,ampara
Kallarichchel 02,79M,394/A/1,187461,F,ampara
Kallarichchel 02,79M,400/B,110866,F,ampara
Kallarichchel 02,79M,417/1,644254,M,ampara
Udanga 01,79B,1/1/A/1,163164,F,ampara
Udanga 01,79B,3/B,101249,F,ampara
Udanga 01,79B,8/1/C,662325,M,ampara
Udanga 01,79B,20/A,838218,M,ampara
Udanga 01,79B,21/B,78413,M,ampara
Udanga 01,79B,30/B/2/1,896789,M,ampara
Udanga 01,79B,31/6,711769,F,ampara
Udanga 01,79B,31/E/1,424827,M,ampara
Udanga 01,79B,32/1/E,356267,M,ampara
Udanga 01,79B,33/A/1,795981,F,ampara
Udanga 01,79B,34/3/C,992731,M,ampara
Udanga 01,79B,34/5/A/1,395085,M,ampara
Udanga 01,79B,37,690964,M,ampara
Udanga 01,79B,115/1/C,640302,F,ampara
Udanga02,79G,31,187042,F,ampara
Udanga02,79G,52/1,775541,M,ampara
Udanga02,79G,74,799605,F,ampara
Udanga02,79G,107,988500,M,ampara
Udanga02,79G,146/3,397528,M,ampara
Udanga02,79G,207/1,258435,M,ampara
Udanga02,79G,211/C,131855,M,ampara
Udanga02,79G,226/1/B,569115,F,ampara
Udanga02,79G,236/1/A,790244,F,ampara
Udanga02,79G,248,209613,M,ampara
Udanga02,79G,263,197829,F,ampara
Udanga02,79G,272/2,404018,F,ampara
Udanga02,79G,320,958966,M,ampara
Udanga02,79G,328/1,19121,M,ampara
Udanga02,79G,339,250485,F,ampara
SennelgramaF 01,79E,1-Mar,329753,M,ampara
SennelgramaF 01,79E,2-Mar,506347,M,ampara
SennelgramaF 01,79E,4-Dec,853739,M,ampara
SennelgramaF 01,79E,24/1,111051,M,ampara
SennelgramaF 01,79E,25/3/2,138612,F,ampara
SennelgramaF 01,79E,46/1,192437,M,ampara
SennelgramaF 01,79E,46/1/A,373915,M,ampara
SennelgramaF 01,79E,76/4/C,267647,M,ampara
SennelgramaF 01,79E,76/10/1/B,587531,M,ampara
SennelgramaF 01,79E,76/12/1,568103,M,ampara
SennelgramaF 01,79E,76/13/A/3,437986,F,ampara
SennelgramaF 01,79E,76/17/A/2,713045,M,ampara
SennelgramaF 01,79E,160/17/A,408841,M,ampara
SennelgramaF 01,79E,160/36,226283,F,ampara
SennelgramaF 01,79E,160/40/5,581529,M,ampara
SennelgramaF 01,79E,160/41,166785,F,ampara
SennelgramaF 01,79E,160/42/A/1,475609,M,ampara
SennelgramaF 01,79E,160/57/2,960685,M,ampara
SennelgramaF 01,79E,F/5/A/1,626872,M,ampara
SennelgramaF 02,79H,1-Feb,29750,M,ampara
SennelgramaF 02,79H,20/17/A,868851,F,ampara
SennelgramaF 02,79H,40/A/16/1,445768,F,ampara
SennelgramaF 02,79H,40/A/17/2,843877,F,ampara
SennelgramaF 02,79H,40/A/17/2,483945,M,ampara
SennelgramaF 02,79H,56/2,789719,F,ampara
SennelgramaF 02,79H,57/2,987134,M,ampara
SennelgramaF 02,79H,67,69910,F,ampara
SennelgramaF 02,79H,76/17/1,424537,F,ampara
SennelgramaF 02,79H,92/2,300650,M,ampara
SennelgramaF 02,79H,100/1,355859,F,ampara
SennelgramaF 02,79H,103/4,140980,F,ampara
SennelgramaF 02,79H,107/3,774081,M,ampara
SennelgramaF 02,79H,107/4,627299,M,ampara
SennelgramaF 02,79H,127/2/B/1,185981,F,ampara
SennelgramaF 02,79H,127/B,52521,M,ampara
SennelgramaF 02,79H,138/1,309160,M,ampara
SennelgramaF 02,79H,130/1,501550,F,ampara
SennelgramaF 02,79H,138,50512,M,ampara
SennelgramaF 02,79H,142/1,56494,M,ampara
SennelgramaF 02,79H,147/2,183602,M,ampara
SennelgramaF 02,79H,160/4/B,623452,F,ampara
SennelgramaF 02,79H,160/4/C,452311,F,ampara
SennelgramaF 02,79H,210/8/A,947373,M,ampara
SennelgramaF 02,79H,T/S/5/5,807019,M,ampara
Block 'J' West 01,79A,24/1,862181,M,ampara
Block 'J' West 01,79A,38/1,505645,F,ampara
Block 'J' West 01,79A,30,573664,F,ampara
Block 'J' West 01,79A,45/2,898047,F,ampara
Block 'J' West 01,79A,56/1,18322,M,ampara
Block 'J' West 01,79A,65,295257,F,ampara
Block 'J' West 01,79A,69/A/1,733680,M,ampara
Block 'J' West 01,79A,104,634390,M,ampara
Block 'J' West 01,79A,105,265149,M,ampara
Block 'J' West 01,79A,109/A,331642,M,ampara
Block 'J' West 01,79A,118/1,442470,M,ampara
Block 'J' West 01,79A,156/1,59130,M,ampara
Block 'J' West 02,79R,1-Oct,722937,M,ampara
Block 'J' West 02,79R,15/A/2,182963,M,ampara
Block 'J' West 02,79R,60,345629,M,ampara
Block 'J' West 02,79R,76,703620,F,ampara
Block 'J' West 02,79R,83/2,565280,F,ampara
Block 'J' West 02,79R,93,479316,M,ampara
Block 'J' West 02,79R,95/A/1,883228,M,ampara
Block 'J' West 02,79R,104/B,65405,F,ampara
Block 'J' West 02,79R,121/F,697698,M,ampara
Block 'J' West 02,79R,131,447346,M,ampara
Block 'J' West 02,79R,137/B/1,199246,F,ampara
Block 'J' West 02,79R,153,898193,F,ampara
MalayadikiramaF 01,79F,1-Aug,29261,M,ampara
MalayadikiramaF 01,79F,22/1,463712,M,ampara
MalayadikiramaF 01,79F,50/1,444613,M,ampara
MalayadikiramaF 01,79F,58/2,333670,M,ampara
MalayadikiramaF 01,79F,102,397935,M,ampara
MalayadikiramaF 01,79F,120/2,573880,F,ampara
MalayadikiramaF 01,79F,125,576822,F,kandy
MalayadikiramaF 01,79F,165/2,170986,M,kandy
MalayadikiramaF 01,79F,180/1,485197,M,kandy
MalayadikiramaF 01,79F,212/A,982556,F,kandy
MalayadikiramaF 01,79F,257/3,863492,M,kandy
MalayadikiramaF 02,79O,61,747031,M,kandy
MalayadikiramaF 02,79O,99/1,755598,M,kandy
MalayadikiramaF 02,79O,104/B,616606,M,kandy
MalayadikiramaF 02,79O,107/2,578303,M,kandy
MalayadikiramaF 02,79O,117,728431,M,kandy
MalayadikiramaF 02,79O,127/2,33542,F,kandy
MalayadikiramaF 02,79O,140,335976,M,kandy
MalayadikiramaF 02,79O,147/1,275903,F,kandy
MalayadikiramaF 02,79O,149/5,170154,F,kandy
MalayadikiramaF 02,79O,154,180548,F,kandy
MalayadikiramaF 02,79O,178,388465,F,kandy
MalayadikiramaF 02,79O,200/2,888201,F,kandy
MalayadikiramaF 02,79O,205,831207,M,kandy
MalayadikiramaF 02,79O,230,849922,F,kandy
MalayadikiramaF 02,79O,261,750702,M,ampara
MalayadikiramaF 02,79O,266/1,797290,F,ampara
MalayadikiramaF 02,79O,385/1,518367,F,ampara
MalayadikiramaF 02,79O,387,485287,F,ampara
MalayadikiramaF 02,79O,320/2,548232,F,ampara
MalayadikiramaF 02,79O,365/1,703660,M,ampara
MalayadikiramaF 02,79O,365/B,180528,F,ampara
MalayadikiramaF 03,79P,3,568061,M,ampara
MalayadikiramaF 03,79P,4/A,65681,M,ampara
MalayadikiramaF 03,79P,6,411266,F,ampara
MalayadikiramaF 03,79P,10/A,123881,M,ampara
MalayadikiramaF 03,79P,26,823547,F,ampara
MalayadikiramaF 03,79P,30,875224,F,ampara
MalayadikiramaF 03,79P,56,194356,F,ampara
MalayadikiramaF 03,79P,86,315329,M,ampara
MalayadikiramaF 03,79P,95,47994,F,ampara
MalayadikiramaF 03,79P,96,140729,F,ampara
MalayadikiramaF 03,79P,134/B,730606,F,ampara
MalayadikiramaF 03,79P,157,112207,M,ampara
MalayadikiramaF 03,79P,159,860695,M,ampara
MalayadikiramaF 03,79P,176/A,957293,M,ampara
MalayadikiramaF 03,79P,181,108266,F,ampara
MalayadikiramaF 03,79P,201,885808,M,ampara
MalayadikiramaF 03,79P,258/A,914318,F,ampara
MalayadikiramaF 03,79P,264/A,925064,M,ampara
MalayadikiramaF 03,79P,275/A,782127,M,ampara
MalayadikiramaF 03,79P,282/1,505303,M,ampara
MalayadikiramaF 03,79P,341,616042,M,ampara
MalayadikiramaF 03,79P,364,611077,F,ampara
MalayadikiramaF 04,79Q,10/7/A,757234,F,ampara
MalayadikiramaF 04,79Q,77/B/4/2,725430,F,ampara
MalayadikiramaF 04,79Q,84/2,549659,F,ampara
MalayadikiramaF 04,79Q,99,330119,F,ampara
MalayadikiramaF 04,79Q,305/2,214671,F,ampara
MalayadikiramaF 04,79Q,346/2,222134,F,ampara
MalayadikiramaF 04,79Q,363,926462,F,ampara
MalayadikiramaF 04,79Q,372,389901,M,ampara
MalayadikiramaF 04,79Q,413,515913,F,ampara
Vilinayadi 01,79C,38/1/C,572530,F,ampara
Vilinayadi 01,79C,90/3/B,617836,F,ampara
Vilinayadi 01,79C,93/E/1,592860,F,ampara
Vilinayadi 01,79C,95/A/3/A/1,182547,F,ampara
Vilinayadi 01,79C,95/A/4,60977,M,ampara
Vilinayadi 01,79C,122/A/1,770000,F,ampara
Vilinayadi 01,79C,122/B,314064,F,ampara
Vilinayadi 01,79C,126/1/B,82456,M,ampara
Vilinayadi 01,79C,127/C,263435,M,ampara
Vilinayadi 01,79C,128/D/1,359497,F,ampara
Vilinayadi 01,79C,137/A/2,123723,F,ampara
Vilinayadi 01,79C,137/D,161170,F,ampara
Vilinayadi 01,79C,142/D,23064,M,ampara
Block 'J' East 01,79,42/A/3,545189,F,ampara
Block 'J' East 01,79,43/3,421435,M,ampara
Block 'J' East 01,79,48/A/8,583818,M,ampara
Block 'J' East 01,79,49/3/1,280034,F,ampara
Block 'J' East 01,79,50/E,561899,M,ampara
Block 'J' East 01,79,140,583722,F,ampara
Block 'J' East 01,79,140/2,515750,F,ampara
Block 'J' East 01,79,160/3/A,994255,M,ampara
Vilinayadi 03,79J,41/B,852290,M,ampara
Vilinayadi 03,79J,43/B,336677,F,ampara
Vilinayadi 03,79J,44,457366,F,ampara
Vilinayadi 03,79J,44,256577,F,ampara
Vilinayadi 03,79J,51/A,144211,M,ampara
Vilinayadi 03,79J,64/C,897236,F,ampara
Vilinayadi 03,79J,91,530028,F,ampara
Vilinayadi 03,79J,96/C,492426,F,ampara
Vilinayadi 03,79J,135,705248,M,ampara
Vilinayadi 03,79J,159,404206,M,ampara
Vilinayadi 03,79J,163,21663,M,ampara
Vilinayadi 03,79J,168/B,978622,M,ampara
Vilinayadi 03,79J,160/1,232364,M,ampara
Vilinayadi 03,79J,178/3,611518,M,ampara
Vilinayadi 03,79J,179/1,385900,M,ampara
Vilinayadi 03,79J,183/A,755775,F,ampara
Karuwaddukal 01,92A,26,774880,F,ampara
Karuwaddukal 01,92A,38/1,850178,M,ampara
Karuwaddukal 01,92A,48,541145,F,rathnapura
Karuwaddukal 01,92A,87,476809,F,rathnapura
Karuwaddukal 01,92A,383,843419,M,rathnapura
Karuwaddukal 01,92A,314/1,47303,F,rathnapura
Karuwaddukai 02,92G,47,846440,M,rathnapura
Karuwaddukai 02,92G,56,901433,M,rathnapura
Karuwaddukai 02,92G,62,772239,M,rathnapura
Karuwaddukai 02,92G,80/3,785055,M,rathnapura
Karuwaddukai 02,92G,91,812562,M,rathnapura
Karuwaddukai 02,92G,99/2,426873,F,rathnapura
Karuwaddukai 02,92G,128/A,506155,M,rathnapura
Karuwaddukai 02,92G,160/2,100782,F,rathnapura
Karuwaddukai 02,92G,165,470670,M,rathnapura
Karuwaddukai 02,92G,180,810757,M,rathnapura
Karuwaddukai 02,92G,182/1,763587,F,rathnapura
Karuwaddukai 02,92G,188/A,862621,M,rathnapura
Karuwaddukai 02,92G,204/1,843133,M,rathnapura
Karuwaddukai 02,92G,206,623317,F,rathnapura
Karuwaddukai 02,92G,214,576130,F,rathnapura
